DateTime,daily_kwh,daily_kgco2,z_score,is_anomaly
2006-12-17,56.507666666666665,25.42845,2.9803527727005616,1
2006-12-23,79.55643333333333,35.800395,5.2214223113554254,1
2006-12-26,65.5685,29.505825,3.8613525186665187,1
2006-12-29,52.906533333333336,23.807940000000002,2.6302086485188787,1
2006-12-31,58.2366,26.206470000000003,3.1484598078289068,1
2007-01-04,54.32353333333333,24.44559,2.7679858919696745,1
2007-01-13,53.113566666666664,23.901104999999998,2.6503388404519033,1
2007-01-20,52.22886666666667,23.50299,2.5643180025684034,1
2007-01-21,56.7877,25.554465,3.007580874846649,1
2007-02-03,67.16203333333333,30.222914999999997,4.016294388824335,1
2007-02-04,59.93233333333333,26.96955,3.3133387522850093,1
2007-02-11,59.520466666666664,26.784209999999998,3.273292278041818,1
2007-02-18,63.829366666666665,28.723215,3.6922537207412804,1
2007-02-20,52.4988,23.624460000000003,2.590564065082272,1
2007-02-22,56.15796666666667,25.271085,2.9463508658305946,1
2007-03-11,58.010600000000004,26.104770000000002,3.1264854556624426,1
2007-03-25,55.602066666666666,25.02093,2.8922997933998973,1
2007-03-31,58.49183333333333,26.321325,3.1732765651354873,1
2007-04-29,0.0,0.0,-2.5139807115406554,1
2007-12-01,52.24903333333334,23.512065000000003,2.5662788407779478,1
2007-12-28,51.8842,23.34789,2.530805494987099,1
2007-12-29,54.9826,24.742169999999998,2.8320680292905207,1
2008-11-05,52.24883333333333,23.511975,2.5662593944485965,1
2008-11-23,56.7554,25.539930000000002,3.004440292656486,1
2008-11-24,53.54996666666667,24.097485000000002,2.692770731095466,1
2009-01-17,55.297,24.88365,2.862637659030062,1
2009-01-18,52.5699,23.656454999999998,2.5974772351664996,1
2009-01-31,55.2142,24.84639,2.8545868786788087,1
2009-02-07,52.19226666666667,23.486520000000002,2.560759324297197,1
2009-06-14,0.0,0.0,-2.5139807115406554,1
2010-01-13,0.0,0.0,-2.5139807115406554,1
2010-08-18,0.0,0.0,-2.5139807115406554,1
2010-08-19,0.0,0.0,-2.5139807115406554,1
2010-08-20,0.0,0.0,-2.5139807115406554,1
2010-08-21,0.0,0.0,-2.5139807115406554,1
2010-09-26,0.0,0.0,-2.5139807115406554,1
2010-09-27,0.0,0.0,-2.5139807115406554,1
